PN,CFF,NOMECLATURA,UN,PRICE UNIT(U$),Retorno da busca,Comparação preço
306-4,624,"HOSE,NONMETALLIC, ROUND, INSIDE DIA 0.250 IN, RUBBER SYNTHETIC, FUEL/OIL, HYDROCARBON, 4 SIZE",EA,"19,12",Part Number/CFF não encontrado.,Não há preço
201359-1,779,CONNECTOR BODY,EA,"39,96",Part Number/CFF não encontrado.,Não há preço
CIX312K6-6W,04UP0,PTT CABLE INT,EA,"2276,35",Part Number/CFF não encontrado.,Não há preço
2523651,6848,"PIN,GROOVED,HEADED",EA,"386,95",Part Number/CFF não encontrado.,Não há preço
AE18884E,624,"ELBOW,TUBE",EA,"595,69",Part Number/CFF não encontrado.,Não há preço
AE18926E,624,"ADAPTER,STRAIGHT,TUBE TO HOSE",EA,"586,22",Part Number/CFF não encontrado.,Não há preço
AE208-4,624,"PROTECTOR,ELECTRICAL CABLE",EA,"18,87",Part Number/CFF não encontrado.,Não há preço
AE2463545E0202,624,"HOSE ASSEMBLY,NONMETALLIC",EA,"988,49",Part Number/CFF não encontrado.,Não há preço
RS100L,80756,"RING,RETAINING",EA,"2,24",Há 4 preços para este item. Preço médio: $0.32.,Preço médio do PubLog é 600.0% mais barato.
MS20470AD5-7,80049,REBITE,EA,"17,61",Part Number/CFF não encontrado.,Não há preço
1355-013,66503,PACKING,EA,"627,78",Há 3 preços para este item. Preço médio: $109.58.,Preço médio do PubLog é 472.9% mais barato.
379S16,6848,PACKING,EA,"80,78",Part Number/CFF não encontrado.,Não há preço
56714,93835,PLUG,EA,"755,12",Há 3 preços para este item. Preço médio: $124.43.,Preço médio do PubLog é 506.86% mais barato.
69738-200,624,"COUPLING,CLAMP,GROOVED",EA,"1460,64",Part Number/CFF não encontrado.,Não há preço
63401,93835,SCREW,EA,"1214,28",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
66421,93835,SHAFT,EA,"6488,81",Part Number/CFF não encontrado.,Não há preço
67649,93835,SHIM,EA,"1479,9",Há 2 preços para este item. Preço médio: $124.19.,Preço médio do PubLog é 1091.64% mais barato.
700166-1,19565,"CONNECTOR,PLUG,ELECTRICAL",EA,"767,47",Há 2 preços para este item. Preço médio: $84.55.,Preço médio do PubLog é 807.71% mais barato.
953504-157,6848,"SCREW,CAP,SOCKET HEAD",EA,"68,38",Part Number/CFF não encontrado.,Não há preço
25212,93835,SPOOL AND SLEEVE,EA,"1929,11",Há 2 preços para este item. Preço médio: $1154.83.,Preço médio do PubLog é 67.05% mais barato.
430-00013-01,0TRC3,"KNOB ASSY, OUTER,GNC400/500",EA,"34,35",Part Number/CFF não encontrado.,Não há preço
191801,6848,"WASHER,FLAT",EA,"7,59",Part Number/CFF não encontrado.,Não há preço
192993,66503,"SPRING,HELICAL,COMPRESSION",EA,"236,9",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
100185-45,79318,WASHER,EA,"121,61",Há 4 preços para este item. Preço médio: $18.88.,Preço médio do PubLog é 544.12% mais barato.
1680-628,66503,"PICKUP,GOVERNOR,PROPELLER",EA,"9107,1",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
12050-0013,27914,TRANSISTORS,EA,"267,14",Há 6 preços para este item. Preço médio: $41.48.,Preço médio do PubLog é 544.02% mais barato.
13028,45402,"ADAPTER,STRAIGHT,TUBE TO BOSS",EA,"576,11",Há 4 preços para este item. Preço médio: $91.25.,Preço médio do PubLog é 531.35% mais barato.
1310-115,66503,"VALVE,SOLENOID",EA,"48404,16",Há 3 preços para este item. Preço médio: $9371.25.,Preço médio do PubLog é 416.52% mais barato.
1412-654,66503,BEARING,EA,"1109,48",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
210071,66503,"BODY,RELIEF VALVE",EA,"2265,43",Há 3 preços para este item. Preço médio: $148.64.,Preço médio do PubLog é 1424.11% mais barato.
182650,66503,"PACKING,PREFORMED",EA,"26,66",Há 3 preços para este item. Preço médio: $4.06.,Preço médio do PubLog é 556.65% mais barato.
182757,66503,PACKING,EA,"142,14",Part Number/CFF não encontrado.,Não há preço
56716,93835,"NUT,PLAIN,HEXAGON",EA,"387,36",Há 2 preços para este item. Preço médio: $45.74.,Preço médio do PubLog é 746.87% mais barato.
305,8805,"LAMP,INCANDESCENT",EA,"3,47",Part Number/CFF não encontrado.,Não há preço
GA5-312,72794,"EYELET,TURNLOCK FASTENER",EA,"271,08",Há 6 preços para este item. Preço médio: $151.72.,Preço médio do PubLog é 78.67% mais barato.
30-0218-1,19565,"LIGHT,NAVIGATIONAL,AIRCRAFT, LEFT HAND WING, COLOR RED, GLASS LENS, 26,5 VOLTS DC",EA,"9107,1",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
JLM506810,60038,"CUP,TAPERED ROLLERBEARING",EA,"102,02",Há 4 preços para este item. Preço médio: $16.51.,Preço médio do PubLog é 517.93% mais barato.
1355-901,66503,GAXETA,EA,"147,59",Há 3 preços para este item. Preço médio: $27.56.,Preço médio do PubLog é 435.52% mais barato.
MS24693C48,D9182,"BOLT, 8-32 UNC",EA,"7,59",Há 6 preços para este item. Preço médio: $4.45.,Preço médio do PubLog é 70.56% mais barato.
14090,55635,INSULATOR BOWL,EA,"2240,59",Há 5 preços para este item. Preço médio: $421.64.,Preço médio do PubLog é 431.4% mais barato.
180228,60380,"BEARING,ROLLER,NEEDLE",EA,"118,45",Part Number/CFF não encontrado.,Não há preço
MS3338-6839,D9182,LAMPADA INCAND,EA,"194,57",Há 6 preços para este item. Preço médio: $27.5.,Preço médio do PubLog é 607.53% mais barato.
8846-12D,624,"ELBOW,TUBE TO HOSE",EA,"793,87",Part Number/CFF não encontrado.,Não há preço
M27500-20TE1T14,1P787,"CABLE,SPECIAL PURPOSE,ELECTRICAL, ROUND, WHITE, SIZE 20 AWG, TEMP RATING 150.0 DEG CELSIUS",EA,"1,82",Há 5 preços para este item. Preço médio: $0.3.,Preço médio do PubLog é 506.67% mais barato.
NAS1189-06P14L,17446,"SCREW,CAP,SOCKET HEAD",EA,"15,71",Há 3 preços para este item. Preço médio: $3.65.,Preço médio do PubLog é 330.41% mais barato.
3240770,6848,"PLUG,ANTI-TAMPER",EA,"90,54",Part Number/CFF não encontrado.,Não há preço
2521667,6848,"SHAFT,STRAIGHT",EA,"1726,76",Part Number/CFF não encontrado.,Não há preço
2523192,6848,"SEAT,HELICAL COMPRESSION SPRING",EA,"817,93",Part Number/CFF não encontrado.,Não há preço
HL77-5,73197,"COLLAR,PIN-RIV",EA,"3,73",Há 5 preços para este item. Preço médio: $0.6.,Preço médio do PubLog é 521.67% mais barato.
HW14-3,15653,"NUT,SELF-LOCKING,EXTENDED WASHER,HEXAGON",EA,"21,79",Há 3 preços para este item. Preço médio: $2.43.,Preço médio do PubLog é 796.71% mais barato.
289A6512N03C590,5606,"RESISTOR,ELECTRICAL",EA,"42,64",Part Number/CFF não encontrado.,Não há preço
C6334-36,78710,"UNIT ASSY,TELESCOPI",EA,"2299,5",Há 3 preços para este item. Preço médio: $351.71.,Preço médio do PubLog é 553.81% mais barato.
2523973,6848,"BEARING,BALL,ANNULAR",EA,"148,14",Part Number/CFF não encontrado.,Não há preço
HL22-5-3,56878,PIN-RIVET,EA,"8,58",Há 5 preços para este item. Preço médio: $0.83.,Preço médio do PubLog é 933.73% mais barato.
KWDB24CR,50294,"BEARING,PLAIN,SELF-ALIGNING",EA,"9568,4",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
50ARM300-250,55635,WIRE RELEASE TOOL,EA,"223,26",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
58712,93835,"LINER,BEARING",EA,"1519,44",Há 4 preços para este item. Preço médio: $265.14.,Preço médio do PubLog é 473.07% mais barato.
58748,93835,"SPACER,RING",EA,"150,24",Há 4 preços para este item. Preço médio: $23.04.,Preço médio do PubLog é 552.08% mais barato.
366783,6848,WASHER,EA,"4,78",Part Number/CFF não encontrado.,Não há preço
51134-150S,624,GASKET,EA,"96,1",Part Number/CFF não encontrado.,Não há preço
3532-028,66503,PLUNGER PILOT,EA,"3334,82",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
922345,90166,"RESTRICTOR,FLUID FLOW",EA,"14886,19",Há 3 preços para este item. Preço médio: $2494.31.,Preço médio do PubLog é 496.81% mais barato.
56590,93835,"WASHER,RECESSED",EA,"88,84",Há 4 preços para este item. Preço médio: $41.48.,Preço médio do PubLog é 114.18% mais barato.
56596,93835,"ROLLER,BEARING",EA,"103,98",Há 4 preços para este item. Preço médio: $530.65.,Preço médio do PubLog é 410.34% mais caro.
56717,93835,"SPRING,HELICAL,COMPRESSION",EA,"355,43",Há 3 preços para este item. Preço médio: $56.67.,Preço médio do PubLog é 527.19% mais barato.
56855,93835,"SPRING,HELICAL,COMPRESSION",EA,"113,08",Há 3 preços para este item. Preço médio: $37.91.,Preço médio do PubLog é 198.29% mais barato.
56909,93835,"PISTON,PUMP",EA,"1647,01",Há 2 preços para este item. Preço médio: $375.85.,Preço médio do PubLog é 338.21% mais barato.
56914,70854,"BEARING,BALL,ANNULAR",EA,"1013,39",Há 4 preços para este item. Preço médio: $145.06.,Preço médio do PubLog é 598.6% mais barato.
56932,93835,"RETAINER,PLATE,RETA",EA,"2443,03",Há 4 preços para este item. Preço médio: $405.79.,Preço médio do PubLog é 502.04% mais barato.
MS20470AD5-5,53551,"RIVET,SOLID",EA,"67,9",Há 6 preços para este item. Preço médio: $16.01.,Preço médio do PubLog é 324.11% mais barato.
MS20470AD5-6,53551,"RIVET, SOLID",EA,"69,25",Há 6 preços para este item. Preço médio: $14.18.,Preço médio do PubLog é 388.36% mais barato.
MS21902D8,624,"NIPPLE,TUBE",EA,"34,46",Part Number/CFF não encontrado.,Não há preço
56933,93835,"SPACER,SLEEVE",EA,"455,51",Há 4 preços para este item. Preço médio: $75.97.,Preço médio do PubLog é 499.59% mais barato.
2523611,6848,"VALVE ASSEMBLY, FUEL",EA,"5409,19",Part Number/CFF não encontrado.,Não há preço
A4-25,72794,"STUD,TURNLOCK FASTENER",EA,"51,68",Há 5 preços para este item. Preço médio: $6.34.,Preço médio do PubLog é 715.14% mais barato.
CR179-4-6,11815,RIVET,EA,"22,03",Part Number/CFF não encontrado.,Não há preço
HL2277-5-3,56878,PIN-RIVET,EA,"63,17",Há 2 preços para este item. Preço médio: $16.59.,Preço médio do PubLog é 280.77% mais barato.
BAS107-1-1.00IN-120IN-0,0J2J9,"HOSE-FLEXIBILE, AIR COND SYS PAX CABIN, NYLON, POLIURETHANE -LENGTH 120 INCHES",EA,"689,48",Part Number/CFF não encontrado.,Não há preço
BAS107-1-1.50IN-120IN-0,0J2J9,"HOSE-FLEXIBILE, AIR COND SYS PAX CABIN, NYLON, POLIURETHANE -LENGTH 120 INCHES",EA,"693,96",Part Number/CFF não encontrado.,Não há preço
208455,66503,"CAP,PROTECTIVE,DUST AND MOISTURE",EA,"166,96",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
MS35489-14,D9182,"GROMMET,NONMETALLIC",EA,"56,02",Há 6 preços para este item. Preço médio: $9.87.,Preço médio do PubLog é 467.58% mais barato.
MS24587-16,624,"ADAPTER,STRAIGHT,TUBE TO HOSE",EA,"398,98",Part Number/CFF não encontrado.,Não há preço
601/AE701-12,624,"HOSE,NONMETALLIC",EA,"172,37",Part Number/CFF não encontrado.,Não há preço
816-4,624,"ADAPTER,STRAIGHT,TUBE TO HOSE",EA,"276,94",Part Number/CFF não encontrado.,Não há preço
CR2249-4-5,11815,"REBITE, CEGO",EA,"3,19",Há 5 preços para este item. Preço médio: $59.72.,Preço médio do PubLog é 1772.1% mais caro.
6302 Z,38443,"BEARING,BALL,ANNULAR",EA,"7818,54",Há 3 preços para este item. Preço médio: $601.01.,Preço médio do PubLog é 1200.9% mais barato.
452-5052,18560,"COVER,ELECTRONIC COMMUNICATION EQUIPMENT",EA,"248,35",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
PT06CP-12-10S,77820,"CONNECTOR,PLUG,ELECTRICAL",EA,"1055,32",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
320566,779,"TERMINAL,QUICK DISCONNECT, COLOR BLUE, INTERLOCKING KNIFE, 14 AWG,LENGTH 0.878 IN, THICK 0.031 IN",EA,"11,92",Part Number/CFF não encontrado.,Não há preço
51016-0077,27914,MICROCIRCUIT,EA,"493,07",Há 3 preços para este item. Preço médio: $96.22.,Preço médio do PubLog é 412.44% mais barato.
6838,5464,"LAMP,INCANDESCENT",EA,"2,81",Part Number/CFF não encontrado.,Não há preço
PC31-2,72794,"RETAINER,TURNLOCK FASTENER EJECTOR SPRING",EA,"154,85",Há 6 preços para este item. Preço médio: $33.18.,Preço médio do PubLog é 366.7% mais barato.
SSR-4ZRA5P58LY17P,6848,"BEARING,BALL,ANNULAR",EA,"121,12",Part Number/CFF não encontrado.,Não há preço
816-4,14798,"ADAPTER,STRAIGHT,TUBE TO HOSE",EA,"221,85",Part Number/CFF não encontrado.,Não há preço
PS-1223,13850,POWER SUPPLY 12V 2.3AH (LEAD ACID P2020),EA,"249,06",Part Number/CFF não encontrado.,Não há preço
LM67048,60038,CONE AND ROLLE,EA,"70,53",Há 4 preços para este item. Preço médio: $46.95.,Preço médio do PubLog é 50.22% mais barato.
NAS9301BNS-4-03,11815,"RIVET,CEGO",EA,"1,76",Há 6 preços para este item. Preço médio: $0.3.,Preço médio do PubLog é 486.67% mais barato.
CR3242-5-3,C4293,"RIVET,CEGO",EA,"227,42",Há 6 preços para este item. Preço médio: $35.25.,Preço médio do PubLog é 545.16% mais barato.
NAS9304BNS-4-02,80205,RIVET BLIND,EA,"9,26",Há 6 preços para este item. Preço médio: $29.12.,Preço médio do PubLog é 214.47% mais caro.
MS21044N4,80205,"NUT,SELF-LOCKING,HEXAGON",EA,"15,36",Há 6 preços para este item. Preço médio: $19.61.,Preço médio do PubLog é 27.67% mais caro.
AN320-12,80205,"NUT,PLAIN,SLOTTED,HEXAGON",EA,"55,71",Há 5 preços para este item. Preço médio: $35.94.,Preço médio do PubLog é 55.01% mais barato.
T30RHSTR,F3341,"STRAP,TIEDOWN,ELECTRICAL COMPONENTS",EA,"15,79",Part Number/CFF não encontrado.,Não há preço
C6808-7,78710,CX CONTROLE,EA,"4248,39",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
MVC69370AP150,624,"COUPLING,CLAMP,GROOVED",EA,"2794,05",Part Number/CFF não encontrado.,Não há preço
AE18916E,624,"SLEEVE,COMPRESSION,TUBE-HOSE FITTING",EA,"65,74",Part Number/CFF não encontrado.,Não há preço
66422,93835,"RING,RETAINING",EA,"1266,39",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
3583-022,66503,AIR BLEED,EA,"2666,45",Part Number/CFF não encontrado.,Não há preço
3605631-0506,27914,BUTTON PUSH,EA,"261,22",Part Number/CFF não encontrado.,Não há preço
3638-020,66503,SLEEVE,EA,"1293,7",Part Number/CFF não encontrado.,Não há preço
3473-044,66503,SEAT,EA,"1794,05",Part Number/CFF não encontrado.,Não há preço
3483-020,66503,BUSHING,EA,"1059,9",Part Number/CFF não encontrado.,Não há preço
5431407-24,78710,"CONTROL ASSEMBLY,PUSH-PULL",EA,"2075,55",Part Number/CFF não encontrado.,Não há preço
RS62-5,29780,RETAINING RING,EA,"126,35",Part Number/CFF não encontrado.,Não há preço
VSR2SS5G37,5624,BEARING,EA,"86,86",Part Number/CFF não encontrado.,Não há preço
S10012-02,27914,CAPACITOR,EA,"106,6",Part Number/CFF não encontrado.,Não há preço
TE1309,30242,CAPACITOR,EA,"98,87",Part Number/CFF não encontrado.,Não há preço
1301718R,5236,GUIDE,EA,"1329,39",Part Number/CFF não encontrado.,Não há preço
1126-00-5,9445,"VALVE,CHECK 2.000 INCHES, 0.750 INCHES, WEIGHS 6 OUNCES, ALUMINUM",EA,"14352,4",Part Number/CFF não encontrado.,Não há preço
1355-780,66503,"PACKING,PREFORMED",EA,"106,21",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
1589-00-3,9445,"VALVE,CHECK",EA,"14697,14",Part Number/CFF não encontrado.,Não há preço
B5588,7EK50,WRENCH,EA,"6317,3",Part Number/CFF não encontrado.,Não há preço
F66018-8,624,"ADAPTER,STRAIGHT,TUBE TO HOSE",EA,"376,59",Part Number/CFF não encontrado.,Não há preço
1861,90166,LOCKING,EA,"213,37",Há 3 preços para este item. Preço médio: $25.74.,Preço médio do PubLog é 728.94% mais barato.
2529604,6848,"NUT,PLAIN,HEXAGON",EA,"83,63",Part Number/CFF não encontrado.,Não há preço
AS75-85-7/10,F0384,"RING,WIPER, U/O NOSE LANDING GEAR, AIRCRAFT C-95",EA,"1026,56",Part Number/CFF não encontrado.,Não há preço
AS85-95-7/10,F0384,"RING, SCRAPER",EA,"108,22",Part Number/CFF não encontrado.,Não há preço
24540-150,624,"COUPLING,CLAMP,GROOVED",EA,"305,85",Part Number/CFF não encontrado.,Não há preço
J228P022,7482,ANEL-O,EA,"48,54",Part Number/CFF não encontrado.,Não há preço
8932-012,66503,"PARTS KIT,GOVERNOR",EA,"39483,13",Part Number/CFF não encontrado.,Não há preço
8932-030,66503,KIT OVERHAUL,EA,"24843,58",Part Number/CFF não encontrado.,Não há preço
8932-073,66503,KIT OVERHAUL,EA,"8022,97",Part Number/CFF não encontrado.,Não há preço
NAS1105-8,76823,BOLT SHEAR,EA,"5,62",Part Number/CFF não encontrado.,Não há preço
MS27053-4CL,624,"ADAPTER,STRAIGHT, TUBE TO HOSE",EA,"384,21",Part Number/CFF não encontrado.,Não há preço
816-12D,624,"ADAPTER,STRAIGHT,TUBE TO HOSE",EA,"349,82",Part Number/CFF não encontrado.,Não há preço
371-0213-110,4V792,"CONTACT ASSEMBLY,ELECTRICAL",EA,"5,79",Part Number/CFF não encontrado.,Não há preço
900591B1C,624,"CLAMP,HOSE",EA,"11,78",Part Number/CFF não encontrado.,Não há preço
50ARM-300-205,55635,"WIRE,ANTENNA",EA,"166,22",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
211C119-184,2750,CONTACTOR MAN,EA,"6361,92",Part Number/CFF não encontrado.,Não há preço
21236,93835,CAP-PORT,EA,"31,66",Part Number/CFF não encontrado.,Não há preço
2523940,6848,ADAPTER,EA,"2361,09",Part Number/CFF não encontrado.,Não há preço
2525073,6848,SCREW,EA,"477,04",Part Number/CFF não encontrado.,Não há preço
2525074,6848,SLEEVE,EA,"13060,94",Part Number/CFF não encontrado.,Não há preço
12043-0156,27914,SEMICONDUTOR,EA,"16,74",Há 3 preços para este item. Preço médio: $2.63.,Preço médio do PubLog é 536.5% mais barato.
GE4580,8808,"LAMP,INCANDESCENT",EA,"126,78",Part Number/CFF não encontrado.,Não há preço
383817,6848,SCREW,EA,"90,97",Part Number/CFF não encontrado.,Não há preço
317S7,6848,ANEL-O,EA,"2,84",Part Number/CFF não encontrado.,Não há preço
328617,64547,SEAL,EA,"4,33",Há 5 preços para este item. Preço médio: $0.66.,Preço médio do PubLog é 556.06% mais barato.
B5954-1,45934,ROD END STOP,EA,"2814,2",Part Number/CFF não encontrado.,Não há preço
2525107-59D,6848,"JET,AIRFLOW",EA,"1107,42",Part Number/CFF não encontrado.,Não há preço
901207K1,6848,"PIN,COTTER",EA,"66,79",Part Number/CFF não encontrado.,Não há preço
3054-729,66503,GASKET,EA,"97,02",Part Number/CFF não encontrado.,Não há preço
32105-0002,27914,CONECTOR,EA,"394,83",Part Number/CFF não encontrado.,Não há preço
2525107-67D,6848,"JET,METERING,FUEL C",EA,"694,05",Part Number/CFF não encontrado.,Não há preço
15085,45225,"RETAINER,PACKING",EA,"74,15",Há 3 preços para este item. Preço médio: $11.15.,Preço médio do PubLog é 565.02% mais barato.
2525107-60D,6848,"JET,AIRFLOW",EA,"1004,37",Part Number/CFF não encontrado.,Não há preço
2525107-62D,6848,"JET,AIRFLOW",EA,"2081,1",Part Number/CFF não encontrado.,Não há preço
J221P021,7482,PACKING,EA,"1,11",Part Number/CFF não encontrado.,Não há preço
4005373-0001,27914,"SWITCH,PUSH",EA,"9870,78",Part Number/CFF não encontrado.,Não há preço
51128-0101,27914,INTEGRATED CIR,EA,"204,13",Part Number/CFF não encontrado.,Não há preço
4421-033,66503,LEVER ASSY,EA,"4924,84",Part Number/CFF não encontrado.,Não há preço
2525107-63D,6848,"JET,AIRFLOW",EA,"1020,15",Part Number/CFF não encontrado.,Não há preço
0856NB2,59885,PITOT STATIC,EA,"48201,01",Part Number/CFF não encontrado.,Não há preço
AN123314,0U583,"RIVET,SOLID",EA,"10,9",Há 5 preços para este item. Preço médio: $0.07.,Preço médio do PubLog é 15471.43% mais barato.
AN3-22A,88044,"BOLT,MACHINE",EA,"30,36",Há 6 preços para este item. Preço médio: $26.54.,Preço médio do PubLog é 14.39% mais barato.
16102-006,74025,"BUS, CONDUCTOR",EA,"29,55",Há 5 preços para este item. Preço médio: $6.72.,Preço médio do PubLog é 339.73% mais barato.
